81.0 2.0 82.0 2.0 5.0 2500.0 640.0 300.0 120.0 599.1 4.0 810.0 6713.0 59.1 65.61 5.65 339325.9 3878.4 70.2 93.0 3937.2 14.0 831.8 938.4 7924.48 7994.0 71.56 65.65 4294.06 10927.5 648845.6 6713.0 56.2 61.52 6.11 320957.3 3485.8 64.5 239.5 12456.6 15.0 797.3 809.8 1755.0 8003.0 67.81 63.25 3758.77 42587.0 628132.9 4986.0 55.5 60.78 3.94 297210.1 3663.5 61.5 179.63 9342.45 15.0 757.8 861.8 1755.0 8018.0 65.0 60.53 3538.71 31940.25 610502.7 6788.0 54.2 59.4 5.41 280451.7 3755.8 58.1 119.75 6228.3 15.0 795.0 818.5 1755.0 8001.0 63.69 58.55 3347.72 21293.5 589389.6 5728.0 52.4 57.65 5.4 262789.0 2931.4 54.2 59.88 3114.15 15.0 746.8 815.5 1755.0 8013.0 62.78 56.45 3387.72 10646.75 606524.2 
74.0 1.0 75.0 1.0 7.0 2390.0 610.0 71.7 30.0 585.11 4.0 170.0 1892.0 17.4 20.75 2.46 61843.9 504.5 20.17 107.3 989.3 15.0 210.1 345.3 1750.0 2818.0 19.49 14.2 694.38 34738.0 410490.1 1562.0 16.8 19.22 1.51 55940.0 494.6 19.23 80.48 741.98 15.0 222.7 288.6 1750.0 2687.0 17.23 13.37 562.83 26053.5 279532.2 2197.0 15.5 17.69 1.67 52148.6 417.7 18.3 53.65 494.65 15.0 202.8 260.4 1750.0 2455.0 15.85 12.54 450.34 17369.0 268843.7 1818.0 14.3 16.16 1.34 47344.8 356.0 17.36 26.83 247.33 15.0 184.7 211.9 1750.0 2602.0 14.98 12.01 408.84 8684.5 262159.4 2671.55 13.6 14.63 1.39 48135.0 427.3 16.42 68.1 617.6 12.0 207.6 255.4 1750.0 2224.0 13.77 11.66 403.5 33743.0 217000.1 
82.0 1.0 83.0 3.0 17.0 520.0 140.0 36.4 70.0 305.23 6.0 330.0 3255.0 69.4 76.29 2.84 417524.0 5146.3 81.7 372.0 15748.8 14.0 1005.0 1270.5 8002.21 8058.0 79.65 76.92 5062.76 43710.0 788018.3 3713.0 66.2 73.13 3.06 382101.5 5131.4 76.9 279.0 11811.6 14.0 907.1 1004.6 7976.88 8020.0 75.42 73.66 5096.97 32782.5 692600.0 6796.0 62.6 70.75 3.72 365186.2 4730.8 74.3 186.0 7874.4 14.0 886.4 909.2 7930.66 8004.0 73.57 69.26 4756.68 21855.0 669640.3 6713.0 59.1 65.61 5.65 339325.9 3878.4 70.2 93.0 3937.2 14.0 831.8 938.4 7924.48 7994.0 71.56 65.65 4294.06 10927.5 648845.6 6713.0 56.2 61.52 6.11 320957.3 3485.8 64.5 239.5 12456.6 15.0 797.3 809.8 1755.0 8003.0 67.81 63.25 3758.77 42587.0 628132.9 
80.0 2.0 81.0 4.0 8.0 1050.0 270.0 115.5 110.0 612.31 6.0 840.0 5728.0 52.4 57.65 5.4 262789.0 2931.4 54.2 59.88 3114.15 15.0 746.8 815.5 1755.0 8013.0 62.78 56.45 3387.72 10646.75 606524.2 7196.0 51.3 56.13 5.97 249110.7 2562.3 52.8 217.0 10445.6 15.0 733.8 815.5 1755.0 8002.0 60.74 54.26 2978.26 41407.0 601988.1 5275.0 50.9 57.62 4.3 225500.9 2684.3 50.3 162.75 7834.2 15.0 742.7 812.7 1755.0 8102.0 58.66 51.86 2850.2 31055.25 588020.5 4691.0 49.1 59.29 3.53 212073.3 2103.5 47.5 108.5 5222.8 15.0 769.6 717.9 1755.0 8231.0 56.99 48.4 2556.96 20703.5 605688.7 4072.0 47.8 57.88 3.39 198459.6 2034.8 45.0 54.25 2611.4 15.0 645.9 744.5 1755.0 8418.0 56.37 46.45 2424.37 10351.75 626960.3 
79.0 2.0 80.0 2.0 20.0 830.0 260.0 41.5 50.0 287.51 4.0 600.0 4072.0 47.8 57.88 3.39 198459.6 2034.8 45.0 54.25 2611.4 15.0 645.9 744.5 1755.0 8418.0 56.37 46.45 2424.37 10351.75 626960.3 3670.0 46.3 52.26 3.25 192689.2 1979.0 40.1 258.2 9452.7 15.0 629.9 764.5 1755.0 8420.0 54.62 44.79 2206.19 40234.0 629797.2 2964.0 45.6 51.63 2.67 183726.0 1298.1 39.7 193.65 7089.53 15.0 627.6 669.8 1755.0 8690.0 51.89 42.87 1976.26 30175.5 611105.4 3213.0 44.5 49.8 2.48 176542.9 1563.4 35.0 129.1 4726.35 15.0 611.8 670.1 1755.0 9048.0 50.28 41.8 1766.35 20117.0 566492.3 2272.0 43.4 46.94 1.72 166267.2 1179.5 34.7 64.55 2363.18 15.0 641.5 652.2 1755.0 8315.0 49.92 40.26 1718.9 10058.5 540680.6 
83.0 1.0 84.0 3.0 5.0 2190.0 490.0 503.7 230.0 786.46 6.0 1200.0 3678.0 86.2 83.21 3.25 526596.4 2790.6 94.1 334.8 14488.6 15.0 1143.8 1316.3 8364.78 8393.0 90.95 89.79 11379.37 44835.0 929027.1 2734.0 81.9 81.05 2.44 486347.8 3157.3 90.4 251.1 10866.45 15.0 1082.5 1176.5 8343.6 8382.0 87.27 85.56 10555.47 33626.25 865878.9 2247.0 76.9 79.93 2.04 463829.0 4107.4 88.2 167.4 7244.3 15.0 1032.5 1203.3 8271.46 8325.0 85.37 82.89 8993.0 22417.5 833494.6 2217.0 72.9 78.63 1.81 427087.7 4521.3 85.9 83.7 3622.15 15.0 1014.9 1104.7 8148.33 8186.0 83.55 80.05 6703.06 11208.75 817526.9 3255.0 69.4 76.29 2.84 417524.0 5146.3 81.7 372.0 15748.8 14.0 1005.0 1270.5 8002.21 8058.0 79.65 76.92 5062.76 43710.0 788018.3 
86.0 2.0 87.0 4.0 5.0 990.0 260.0 297.0 300.0 581.16 6.0 1700.0 7045.0 160.0 141.34 4.72 1341072.8 8245.0 173.8 98.33 17361.2 11.0 2451.2 2526.4 9254.28 9306.0 136.56 138.8 9291.0 12393.0 1732937.5 5606.0 149.1 134.8 4.09 1284199.4 6622.5 147.6 432.4 73143.5 14.0 2220.6 2244.1 9231.76 9286.0 136.6 140.2 9821.0 48260.0 1734973.5 4079.0 143.4 131.56 3.44 1137397.7 8758.2 132.6 324.3 54857.63 14.0 2014.5 2143.3 9216.19 9244.0 129.24 134.46 10078.4 36195.0 1654038.4 3629.0 137.4 125.83 3.45 1059966.2 6232.8 117.4 216.2 36571.75 14.0 1994.6 2025.0 9185.48 9208.0 123.37 127.33 9501.3 24130.0 1660444.0 3882.0 130.5 117.05 2.45 961139.2 4586.1 112.8 108.1 18285.88 14.0 1763.9 1837.4 9153.66 9168.0 120.24 121.94 9576.9 12065.0 1673301.4 
83.0 1.0 84.0 3.0 18.0 1230.0 270.0 123.0 100.0 341.94 6.0 630.0 3678.0 86.2 83.21 3.25 526596.4 2790.6 94.1 334.8 14488.6 15.0 1143.8 1316.3 8364.78 8393.0 90.95 89.79 11379.37 44835.0 929027.1 2734.0 81.9 81.05 2.44 486347.8 3157.3 90.4 251.1 10866.45 15.0 1082.5 1176.5 8343.6 8382.0 87.27 85.56 10555.47 33626.25 865878.9 2247.0 76.9 79.93 2.04 463829.0 4107.4 88.2 167.4 7244.3 15.0 1032.5 1203.3 8271.46 8325.0 85.37 82.89 8993.0 22417.5 833494.6 2217.0 72.9 78.63 1.81 427087.7 4521.3 85.9 83.7 3622.15 15.0 1014.9 1104.7 8148.33 8186.0 83.55 80.05 6703.06 11208.75 817526.9 3255.0 69.4 76.29 2.84 417524.0 5146.3 81.7 372.0 15748.8 14.0 1005.0 1270.5 8002.21 8058.0 79.65 76.92 5062.76 43710.0 788018.3 
87.0 1.0 88.0 3.0 20.0 3400.0 750.0 714.0 210.0 323.66 6.0 2200.0 6790.0 203.8 162.84 6.46 1640293.0 10855.3 229.3 393.3 69444.8 11.0 2738.8 3148.0 9248.4 9380.0 158.63 169.5 10082.0 49572.0 2318397.0 6370.0 190.3 154.36 5.33 1523166.6 12930.0 210.7 294.98 52083.6 11.0 2595.2 3000.0 9329.64 9396.0 148.76 159.0 9700.0 37179.0 1908975.7 5909.0 177.6 147.44 6.88 1451175.9 8146.1 188.9 196.65 34722.4 11.0 2284.4 2627.5 9297.06 9347.0 140.9 146.2 10149.0 24786.0 1681849.3 7045.0 160.0 141.34 4.72 1341072.8 8245.0 173.8 98.33 17361.2 11.0 2451.2 2526.4 9254.28 9306.0 136.56 138.8 9291.0 12393.0 1732937.5 5606.0 149.1 134.8 4.09 1284199.4 6622.5 147.6 432.4 73143.5 14.0 2220.6 2244.1 9231.76 9286.0 136.6 140.2 9821.0 48260.0 1734973.5 
86.0 2.0 88.0 1.0 8.0 530.0 140.0 148.4 280.0 542.42 7.0 1800.0 7045.0 160.0 141.34 4.72 1341072.8 8245.0 173.8 98.33 17361.2 11.0 2451.2 2526.4 9254.28 9306.0 136.56 138.8 9291.0 12393.0 1732937.5 5606.0 149.1 134.8 4.09 1284199.4 6622.5 147.6 432.4 73143.5 14.0 2220.6 2244.1 9231.76 9286.0 136.6 140.2 9821.0 48260.0 1734973.5 4079.0 143.4 131.56 3.44 1137397.7 8758.2 132.6 324.3 54857.63 14.0 2014.5 2143.3 9216.19 9244.0 129.24 134.46 10078.4 36195.0 1654038.4 3629.0 137.4 125.83 3.45 1059966.2 6232.8 117.4 216.2 36571.75 14.0 1994.6 2025.0 9185.48 9208.0 123.37 127.33 9501.3 24130.0 1660444.0 3882.0 130.5 117.05 2.45 961139.2 4586.1 112.8 108.1 18285.88 14.0 1763.9 1837.4 9153.66 9168.0 120.24 121.94 9576.9 12065.0 1673301.4 
86.0 2.0 88.0 1.0 17.0 540.0 140.0 113.4 210.0 406.81 7.0 610.0 7045.0 160.0 141.34 4.72 1341072.8 8245.0 173.8 98.33 17361.2 11.0 2451.2 2526.4 9254.28 9306.0 136.56 138.8 9291.0 12393.0 1732937.5 5606.0 149.1 134.8 4.09 1284199.4 6622.5 147.6 432.4 73143.5 14.0 2220.6 2244.1 9231.76 9286.0 136.6 140.2 9821.0 48260.0 1734973.5 4079.0 143.4 131.56 3.44 1137397.7 8758.2 132.6 324.3 54857.63 14.0 2014.5 2143.3 9216.19 9244.0 129.24 134.46 10078.4 36195.0 1654038.4 3629.0 137.4 125.83 3.45 1059966.2 6232.8 117.4 216.2 36571.75 14.0 1994.6 2025.0 9185.48 9208.0 123.37 127.33 9501.3 24130.0 1660444.0 3882.0 130.5 117.05 2.45 961139.2 4586.1 112.8 108.1 18285.88 14.0 1763.9 1837.4 9153.66 9168.0 120.24 121.94 9576.9 12065.0 1673301.4 
86.0 2.0 88.0 1.0 20.0 580.0 150.0 104.4 180.0 348.7 7.0 1400.0 7045.0 160.0 141.34 4.72 1341072.8 8245.0 173.8 98.33 17361.2 11.0 2451.2 2526.4 9254.28 9306.0 136.56 138.8 9291.0 12393.0 1732937.5 5606.0 149.1 134.8 4.09 1284199.4 6622.5 147.6 432.4 73143.5 14.0 2220.6 2244.1 9231.76 9286.0 136.6 140.2 9821.0 48260.0 1734973.5 4079.0 143.4 131.56 3.44 1137397.7 8758.2 132.6 324.3 54857.63 14.0 2014.5 2143.3 9216.19 9244.0 129.24 134.46 10078.4 36195.0 1654038.4 3629.0 137.4 125.83 3.45 1059966.2 6232.8 117.4 216.2 36571.75 14.0 1994.6 2025.0 9185.48 9208.0 123.37 127.33 9501.3 24130.0 1660444.0 3882.0 130.5 117.05 2.45 961139.2 4586.1 112.8 108.1 18285.88 14.0 1763.9 1837.4 9153.66 9168.0 120.24 121.94 9576.9 12065.0 1673301.4 
88.0 1.0 89.0 3.0 3.0 1500.0 350.0 810.0 540.0 637.93 6.0 4300.0 3131.0 259.5 204.02 3.44 1901366.0 16139.0 276.1 334.1 65885.5 11.0 3499.4 3823.6 9784.77 9867.6 191.63 212.1 7966.5 50928.0 2217708.7 3098.0 255.8 216.48 3.8 1704943.8 18468.3 292.4 250.58 49414.13 11.0 3447.8 3676.1 9967.33 10099.3 190.5 204.8 8857.0 38196.0 2310101.4 4242.0 245.1 225.0 6.54 1670609.2 18690.9 300.5 167.05 32942.75 11.0 3355.8 3686.3 9403.58 9489.1 179.96 189.5 11763.0 25464.0 2303248.1 6458.0 224.7 198.55 6.73 1622664.0 15001.6 306.7 83.53 16471.38 11.0 2871.3 3662.6 9132.66 9260.0 171.13 178.3 11568.0 12732.0 2435004.3 6790.0 203.8 162.84 6.46 1640293.0 10855.3 229.3 393.3 69444.8 11.0 2738.8 3148.0 9248.4 9380.0 158.63 169.5 10082.0 49572.0 2318397.0 
83.0 2.0 85.0 1.0 13.0 1780.0 390.0 231.4 130.0 442.94 7.0 510.0 3157.0 92.8 96.49 3.05 552124.4 3896.7 96.9 52.2 4396.08 15.0 1294.2 1288.0 8555.54 8585.0 95.35 94.34 12063.5 11491.5 954628.6 3678.0 86.2 83.21 3.25 526596.4 2790.6 94.1 334.8 14488.6 15.0 1143.8 1316.3 8364.78 8393.0 90.95 89.79 11379.37 44835.0 929027.1 2734.0 81.9 81.05 2.44 486347.8 3157.3 90.4 251.1 10866.45 15.0 1082.5 1176.5 8343.6 8382.0 87.27 85.56 10555.47 33626.25 865878.9 2247.0 76.9 79.93 2.04 463829.0 4107.4 88.2 167.4 7244.3 15.0 1032.5 1203.3 8271.46 8325.0 85.37 82.89 8993.0 22417.5 833494.6 2217.0 72.9 78.63 1.81 427087.7 4521.3 85.9 83.7 3622.15 15.0 1014.9 1104.7 8148.33 8186.0 83.55 80.05 6703.06 11208.75 817526.9 
83.0 3.0 85.0 2.0 13.0 520.0 140.0 78.0 150.0 466.12 7.0 1200.0 3561.0 98.2 98.64 2.76 602224.7 3819.0 97.2 104.4 8792.15 15.0 1298.8 1389.6 8699.73 8735.0 98.12 98.45 13596.37 22983.0 973523.7 3157.0 92.8 96.49 3.05 552124.4 3896.7 96.9 52.2 4396.08 15.0 1294.2 1288.0 8555.54 8585.0 95.35 94.34 12063.5 11491.5 954628.6 3678.0 86.2 83.21 3.25 526596.4 2790.6 94.1 334.8 14488.6 15.0 1143.8 1316.3 8364.78 8393.0 90.95 89.79 11379.37 44835.0 929027.1 2734.0 81.9 81.05 2.44 486347.8 3157.3 90.4 251.1 10866.45 15.0 1082.5 1176.5 8343.6 8382.0 87.27 85.56 10555.47 33626.25 865878.9 2247.0 76.9 79.93 2.04 463829.0 4107.4 88.2 167.4 7244.3 15.0 1032.5 1203.3 8271.46 8325.0 85.37 82.89 8993.0 22417.5 833494.6 
86.0 4.0 88.0 1.0 18.0 1380.0 360.0 289.8 210.0 339.32 5.0 690.0 6370.0 190.3 154.36 5.33 1523166.6 12930.0 210.7 294.98 52083.6 11.0 2595.2 3000.0 9329.64 9396.0 148.76 159.0 9700.0 37179.0 1908975.7 5909.0 177.6 147.44 6.88 1451175.9 8146.1 188.9 196.65 34722.4 11.0 2284.4 2627.5 9297.06 9347.0 140.9 146.2 10149.0 24786.0 1681849.3 7045.0 160.0 141.34 4.72 1341072.8 8245.0 173.8 98.33 17361.2 11.0 2451.2 2526.4 9254.28 9306.0 136.56 138.8 9291.0 12393.0 1732937.5 5606.0 149.1 134.8 4.09 1284199.4 6622.5 147.6 432.4 73143.5 14.0 2220.6 2244.1 9231.76 9286.0 136.6 140.2 9821.0 48260.0 1734973.5 4079.0 143.4 131.56 3.44 1137397.7 8758.2 132.6 324.3 54857.63 14.0 2014.5 2143.3 9216.19 9244.0 129.24 134.46 10078.4 36195.0 1654038.4 
76.0 4.0 78.0 1.0 3.0 1710.0 440.0 119.7 70.0 525.49 5.0 880.0 2790.0 35.7 37.42 1.28 124042.2 1083.9 30.49 131.78 2996.03 15.0 544.0 652.8 1755.0 4718.0 36.4 30.32 1625.98 28449.75 377633.3 4638.0 34.6 37.16 2.28 120470.6 1861.2 29.55 87.85 1997.35 15.0 481.1 667.8 1755.0 4730.0 35.67 28.87 1645.98 18966.5 390388.5 3840.0 33.4 36.56 2.32 115107.4 2211.5 28.61 43.93 998.68 15.0 229.2 582.9 1755.0 4758.0 34.98 27.13 1859.5 9483.25 408321.5 3321.0 31.4 33.0 2.69 116552.6 1430.8 27.68 147.9 2882.8 15.0 763.2 582.8 1755.0 4695.0 32.83 25.62 1936.75 36818.0 415431.1 2898.0 30.9 31.47 2.68 98042.9 1571.1 26.74 110.93 2162.1 15.0 412.0 768.0 1755.0 4630.0 31.3 23.87 1991.43 27613.5 413834.5 
83.0 2.0 84.0 4.0 4.0 2120.0 470.0 508.8 240.0 817.74 6.0 1100.0 3157.0 92.8 96.49 3.05 552124.4 3896.7 96.9 52.2 4396.08 15.0 1294.2 1288.0 8555.54 8585.0 95.35 94.34 12063.5 11491.5 954628.6 3678.0 86.2 83.21 3.25 526596.4 2790.6 94.1 334.8 14488.6 15.0 1143.8 1316.3 8364.78 8393.0 90.95 89.79 11379.37 44835.0 929027.1 2734.0 81.9 81.05 2.44 486347.8 3157.3 90.4 251.1 10866.45 15.0 1082.5 1176.5 8343.6 8382.0 87.27 85.56 10555.47 33626.25 865878.9 2247.0 76.9 79.93 2.04 463829.0 4107.4 88.2 167.4 7244.3 15.0 1032.5 1203.3 8271.46 8325.0 85.37 82.89 8993.0 22417.5 833494.6 2217.0 72.9 78.63 1.81 427087.7 4521.3 85.9 83.7 3622.15 15.0 1014.9 1104.7 8148.33 8186.0 83.55 80.05 6703.06 11208.75 817526.9 
77.0 4.0 78.0 4.0 19.0 830.0 260.0 24.9 30.0 216.22 4.0 190.0 1580.0 40.3 40.84 1.15 150266.8 1149.5 34.1 214.35 4866.83 15.0 573.7265313 680.29 1755.0 6714.0 43.4 36.45 1535.16 29299.5 466212.2 2628.0 39.3 40.21 1.52 143737.7 1284.5 33.5 142.9 3244.55 15.0 554.0819663 663.97 1755.0 5827.0 41.79 34.76 1527.55 19533.0 409677.9 2374.0 38.0 39.43 0.92 134548.4 1191.1 33.7 71.45 1622.28 15.0 574.6 680.5 1755.0 5565.0 41.03 33.37 1601.79 9766.5 403875.0 2693.0 36.2 37.64 1.55 134312.5 1529.0 31.43 175.7 3994.7 15.0 589.5 765.8 1755.0 4930.0 38.7 32.04 1653.06 37933.0 377828.6 2790.0 35.7 37.42 1.28 124042.2 1083.9 30.49 131.78 2996.03 15.0 544.0 652.8 1755.0 4718.0 36.4 30.32 1625.98 28449.75 377633.3 
85.0 1.0 86.0 2.0 1.0 1450.0 370.0 406.0 280.0 702.48 5.0 3800.0 3052.0 124.4 108.42 2.75 921019.4 4602.1 110.3 299.4 43446.8 15.0 1821.6 1963.7 9114.22 9131.0 116.56 119.13 9459.4 47096.0 1391757.1 2918.0 120.2 107.2 2.29 832123.7 5136.1 109.6 224.55 32585.1 15.0 1757.7 1817.6 9063.61 9078.0 112.15 115.7 10304.2 35322.0 1181856.2 2264.0 116.3 104.71 2.47 784948.5 4858.1 109.1 149.7 21723.4 15.0 1534.6 1795.3 9000.91 9022.0 109.02 112.0 10411.45 23548.0 1167697.4 2859.0 111.4 104.33 2.5 704586.3 6622.6 107.5 74.85 10861.7 15.0 1836.6 1932.5 8920.04 8938.0 110.51 108.51 12423.86 11774.0 1181572.6 3152.0 106.0 103.03 3.15 685697.5 3526.1 105.5 208.8 17584.3 15.0 1408.4 1473.5 8842.18 8864.0 105.52 105.32 12113.01 45966.0 1188995.8 
80.0 3.0 82.0 1.0 4.0 2410.0 530.0 216.9 90.0 525.58 6.0 640.0 6788.0 54.2 59.4 5.41 280451.7 3755.8 58.1 119.75 6228.3 15.0 795.0 818.5 1755.0 8001.0 63.69 58.55 3347.72 21293.5 589389.6 5728.0 52.4 57.65 5.4 262789.0 2931.4 54.2 59.88 3114.15 15.0 746.8 815.5 1755.0 8013.0 62.78 56.45 3387.72 10646.75 606524.2 7196.0 51.3 56.13 5.97 249110.7 2562.3 52.8 217.0 10445.6 15.0 733.8 815.5 1755.0 8002.0 60.74 54.26 2978.26 41407.0 601988.1 5275.0 50.9 57.62 4.3 225500.9 2684.3 50.3 162.75 7834.2 15.0 742.7 812.7 1755.0 8102.0 58.66 51.86 2850.2 31055.25 588020.5 4691.0 49.1 59.29 3.53 212073.3 2103.5 47.5 108.5 5222.8 15.0 769.6 717.9 1755.0 8231.0 56.99 48.4 2556.96 20703.5 605688.7 
85.0 2.0 86.0 4.0 19.0 2020.0 450.0 282.8 140.0 310.61 6.0 500.0 3882.0 130.5 117.05 2.45 961139.2 4586.1 112.8 108.1 18285.88 14.0 1763.9 1837.4 9153.66 9168.0 120.24 121.94 9576.9 12065.0 1673301.4 3052.0 124.4 108.42 2.75 921019.4 4602.1 110.3 299.4 43446.8 15.0 1821.6 1963.7 9114.22 9131.0 116.56 119.13 9459.4 47096.0 1391757.1 2918.0 120.2 107.2 2.29 832123.7 5136.1 109.6 224.55 32585.1 15.0 1757.7 1817.6 9063.61 9078.0 112.15 115.7 10304.2 35322.0 1181856.2 2264.0 116.3 104.71 2.47 784948.5 4858.1 109.1 149.7 21723.4 15.0 1534.6 1795.3 9000.91 9022.0 109.02 112.0 10411.45 23548.0 1167697.4 2859.0 111.4 104.33 2.5 704586.3 6622.6 107.5 74.85 10861.7 15.0 1836.6 1932.5 8920.04 8938.0 110.51 108.51 12423.86 11774.0 1181572.6 
80.0 3.0 81.0 4.0 4.0 1190.0 310.0 130.9 110.0 642.37 5.0 870.0 6788.0 54.2 59.4 5.41 280451.7 3755.8 58.1 119.75 6228.3 15.0 795.0 818.5 1755.0 8001.0 63.69 58.55 3347.72 21293.5 589389.6 5728.0 52.4 57.65 5.4 262789.0 2931.4 54.2 59.88 3114.15 15.0 746.8 815.5 1755.0 8013.0 62.78 56.45 3387.72 10646.75 606524.2 7196.0 51.3 56.13 5.97 249110.7 2562.3 52.8 217.0 10445.6 15.0 733.8 815.5 1755.0 8002.0 60.74 54.26 2978.26 41407.0 601988.1 5275.0 50.9 57.62 4.3 225500.9 2684.3 50.3 162.75 7834.2 15.0 742.7 812.7 1755.0 8102.0 58.66 51.86 2850.2 31055.25 588020.5 4691.0 49.1 59.29 3.53 212073.3 2103.5 47.5 108.5 5222.8 15.0 769.6 717.9 1755.0 8231.0 56.99 48.4 2556.96 20703.5 605688.7 
76.0 1.0 78.0 4.0 3.0 2100.0 500.0 126.0 60.0 1158.47 11.0 300.0 3321.0 31.4 33.0 2.69 116552.6 1430.8 27.68 147.9 2882.8 15.0 763.2 582.8 1755.0 4695.0 32.83 25.62 1936.75 36818.0 415431.1 2898.0 30.9 31.47 2.68 98042.9 1571.1 26.74 110.93 2162.1 15.0 412.0 768.0 1755.0 4630.0 31.3 23.87 1991.43 27613.5 413834.5 3302.0 29.5 29.93 3.56 92354.2 1668.9 25.8 73.95 1441.4 15.0 431.1 550.4 1755.0 4252.0 30.13 21.54 2134.49 18409.0 402158.1 2507.0 26.9 28.4 3.31 85347.6 1163.3 24.86 36.98 720.7 15.0 331.3 467.1 1751.67 4198.0 29.95 19.7 2000.42 9204.5 420359.6 2309.0 24.3 26.87 3.51 85072.2 867.4 23.92 134.3 1872.6 15.0 225.7 409.3 1750.0 4063.0 27.84 18.37 1549.44 35763.0 420700.5 
75.0 1.0 76.0 2.0 5.0 1040.0 270.0 41.6 40.0 534.3 5.0 210.0 2309.0 24.3 26.87 3.51 85072.2 867.4 23.92 134.3 1872.6 15.0 225.7 409.3 1750.0 4063.0 27.84 18.37 1549.44 35763.0 420700.5 2028.0 23.1 25.34 2.3 73530.1 754.3 22.99 100.73 1404.45 15.0 277.8 437.0 1750.0 3875.0 25.69 17.34 1232.42 26822.25 405541.8 2422.0 21.4 23.81 2.51 70232.2 724.1 22.05 67.15 936.3 15.0 284.1 346.1 1750.0 3739.0 24.05 16.21 1013.4 17881.5 428725.0 1785.0 19.9 22.28 2.06 64539.9 544.5 21.11 33.58 468.15 15.0 226.9 347.5 1750.0 4527.0 23.28 15.27 897.88 8940.75 519679.8 1892.0 17.4 20.75 2.46 61843.9 504.5 20.17 107.3 989.3 15.0 210.1 345.3 1750.0 2818.0 19.49 14.2 694.38 34738.0 410490.1 
86.0 1.0 87.0 4.0 6.0 1820.0 400.0 546.0 300.0 541.61 7.0 2600.0 5606.0 149.1 134.8 4.09 1284199.4 6622.5 147.6 432.4 73143.5 14.0 2220.6 2244.1 9231.76 9286.0 136.6 140.2 9821.0 48260.0 1734973.5 4079.0 143.4 131.56 3.44 1137397.7 8758.2 132.6 324.3 54857.63 14.0 2014.5 2143.3 9216.19 9244.0 129.24 134.46 10078.4 36195.0 1654038.4 3629.0 137.4 125.83 3.45 1059966.2 6232.8 117.4 216.2 36571.75 14.0 1994.6 2025.0 9185.48 9208.0 123.37 127.33 9501.3 24130.0 1660444.0 3882.0 130.5 117.05 2.45 961139.2 4586.1 112.8 108.1 18285.88 14.0 1763.9 1837.4 9153.66 9168.0 120.24 121.94 9576.9 12065.0 1673301.4 3052.0 124.4 108.42 2.75 921019.4 4602.1 110.3 299.4 43446.8 15.0 1821.6 1963.7 9114.22 9131.0 116.56 119.13 9459.4 47096.0 1391757.1 
